CSS_mapping,utterance,intent_level_3,intent_level_2,intent_level_1
Network connection issue between device and enrolled account service.,i cannot connect the printer to the instant ink cartridge,service connection issue with device,Account Service Issue,Account
Network connection issue between device and enrolled account service.,i want to make sure my printer is connected to my internet to receive more ink,service connection issue with device,Account Service Issue,Account
Network connection issue between device and enrolled account service.,received a email saying that my officejet was not connected to the internet,service connection issue with device,Account Service Issue,Account
Network connection issue between device and enrolled account service.,i received an instant ink error last week and since then it will not connect to the internet,service connection issue with device,Account Service Issue,Account
Network connection issue between device and enrolled account service.,instant ink is not communicating,service connection issue with device,Account Service Issue,Account
Network connection issue between device and enrolled account service.,i have an account but it says my printer in not connected,service connection issue with device,Account Service Issue,Account
Network connection issue between device and enrolled account service.,i cannot get the hp cartridges to sync with my instant ink account,service connection issue with device,Account Service Issue,Account
Network connection issue between device and enrolled account service.,having a problem connecting my computer to instant ink,service connection issue with device,Account Service Issue,Account
Network connection issue between device and enrolled account service.,can't connect my printer to instant ink account,service connection issue with device,Account Service Issue,Account
Network connection issue between device and enrolled account service.,alert that my printer is not communicating with hp,service connection issue with device,Account Service Issue,Account
Network connection issue between device and enrolled account service.,all right i got a letter r. note email from you i just talk to one of the tax stating that my aaa printer has not been connected to hp,service connection issue with device,Account Service Issue,Account
Network connection issue between device and enrolled account service.,all right i it doesn't doesn't print the my letter to the predator that doesn't connect to the printer,service connection issue with device,Account Service Issue,Account
Network connection issue between device and enrolled account service.,and i hp eight eighty thirty one nine duno output it's some reasons not located i can't locate it on our network,service connection issue with device,Account Service Issue,Account
Network connection issue between device and enrolled account service.,but inter has not communicated with hp recently,service connection issue with device,Account Service Issue,Account
Network connection issue between device and enrolled account service.,eight snap printing annual have sent me an email about the d. offline,service connection issue with device,Account Service Issue,Account
Network connection issue between device and enrolled account service.,email from you saying you're not connected,service connection issue with device,Account Service Issue,Account
Network connection issue between device and enrolled account service.,hp instant inc. is not connected to the internet,service connection issue with device,Account Service Issue,Account
Network connection issue between device and enrolled account service.,hp sent me an email saying that it was not connected to the internet and i have not been able to get updates from hp server although it says on my end that i'm connected and i can print from my,service connection issue with device,Account Service Issue,Account
Network connection issue between device and enrolled account service.,i am a member of hp instant ink yet my printer is not recognizing that my printer is not communicating with the computer and not able to download,service connection issue with device,Account Service Issue,Account
Network connection issue between device and enrolled account service.,well i think one on for three days um i having problems and also um the printer being offline and there's other problems too so i need to export,service connection issue with device,Account Service Issue,Account
Network connection issue between device and enrolled account service.,yeah i got an email saying i'm not communicating with h. p. and not can i'm not connected to the internet and i am so that's why i'm concerned,service connection issue with device,Account Service Issue,Account
Network connection issue between device and enrolled account service.,yeah i got an email saying that i was my printer is not connected to its de pink or,service connection issue with device,Account Service Issue,Account
Network connection issue between device and enrolled account service.,yes the hp smarck isn't working can't find the printer,service connection issue with device,Account Service Issue,Account
Network connection issue between device and enrolled account service.,you guys sent me an email that i'm not connected to the internet i'd like to connect this print it to the to the internet,service connection issue with device,Account Service Issue,Account
Network connection issue between device and enrolled account service.,you'll hear a package sent an email saying that the they haven't received any communication from my printer,service connection issue with device,Account Service Issue,Account
Network connection issue between device and enrolled account service.,i got a message saying my printer was not connected to the internet and it is so i don't understand why i got the message,service connection issue with device,Account Service Issue,Account
Network connection issue between device and enrolled account service.,i got an email that my printer is offline,service connection issue with device,Account Service Issue,Account
Network connection issue between device and enrolled account service.,instant ink not connected to the printer,service connection issue with device,Account Service Issue,Account
Network connection issue between device and enrolled account service.,a h. p. has not been able to communicate to my printer because it keeps telling me it's offline i cannot i'm having issues with getting it to go online i need help,service connection issue with device,Account Service Issue,Account
How to setup a password or Wi-Fi Protected Setup (WPS) pin for device network connection. ,how to find security key of my printer,network password setup,Network Setup,Internet Wireless-Wired
How to setup a password or Wi-Fi Protected Setup (WPS) pin for device network connection. ,i changed my password to my wifi and now im trying to reconnect to the printer and i dont know how,network password setup,Network Setup,Internet Wireless-Wired
How to setup a password or Wi-Fi Protected Setup (WPS) pin for device network connection. ,need to reset password for wifi connectivity,network password setup,Network Setup,Internet Wireless-Wired
How to setup a password or Wi-Fi Protected Setup (WPS) pin for device network connection. ,i need to enter my wps pin number and i don't know where to find it,network password setup,Network Setup,Internet Wireless-Wired
How to setup a password or Wi-Fi Protected Setup (WPS) pin for device network connection. ,i had to change the wifi in my house and now i need to change the wifi on the printer but i can't find where to find the password,network password setup,Network Setup,Internet Wireless-Wired
How to setup a password or Wi-Fi Protected Setup (WPS) pin for device network connection. ,i am trying to re install my hp printer and being asked for a wps pin - the one in the screen does not work.,network password setup,Network Setup,Internet Wireless-Wired
How to setup a password or Wi-Fi Protected Setup (WPS) pin for device network connection. ,where to find the wps pin for my desk jet 4100 series printer to link to my computer,network password setup,Network Setup,Internet Wireless-Wired
How to setup a password or Wi-Fi Protected Setup (WPS) pin for device network connection. ,no! where do i find the security key for my hp4100e series printer?,network password setup,Network Setup,Internet Wireless-Wired
How to setup a password or Wi-Fi Protected Setup (WPS) pin for device network connection. ,"yes, tell me what wps pin is and where do i find it on the printer",network password setup,Network Setup,Internet Wireless-Wired
How to setup a password or Wi-Fi Protected Setup (WPS) pin for device network connection. ,where would u find the pin from router lable,network password setup,Network Setup,Internet Wireless-Wired
How to setup a password or Wi-Fi Protected Setup (WPS) pin for device network connection. ,where and what is my wps pin for my printer?,network password setup,Network Setup,Internet Wireless-Wired
How to setup a password or Wi-Fi Protected Setup (WPS) pin for device network connection. ,where can i find my wps number,network password setup,Network Setup,Internet Wireless-Wired
How to setup a password or Wi-Fi Protected Setup (WPS) pin for device network connection. ,where can i find my wps pin,network password setup,Network Setup,Internet Wireless-Wired
How to setup a password or Wi-Fi Protected Setup (WPS) pin for device network connection. ,where can i find my wps pin on my hp wnvvy 6234 printer to connect with my new computer,network password setup,Network Setup,Internet Wireless-Wired
How to setup a password or Wi-Fi Protected Setup (WPS) pin for device network connection. ,where can i find my wps pin on my printer,network password setup,Network Setup,Internet Wireless-Wired
How to setup a password or Wi-Fi Protected Setup (WPS) pin for device network connection. ,where can i find my wps pin?,network password setup,Network Setup,Internet Wireless-Wired
How to setup a password or Wi-Fi Protected Setup (WPS) pin for device network connection. ,where can i find the printer pin?,network password setup,Network Setup,Internet Wireless-Wired
How to setup a password or Wi-Fi Protected Setup (WPS) pin for device network connection. ,where can i find the wps for my printer,network password setup,Network Setup,Internet Wireless-Wired
How to setup a password or Wi-Fi Protected Setup (WPS) pin for device network connection. ,where can i find the wps of my product,network password setup,Network Setup,Internet Wireless-Wired
How to setup a password or Wi-Fi Protected Setup (WPS) pin for device network connection. ,where can i find the wps pin,network password setup,Network Setup,Internet Wireless-Wired
How to setup a password or Wi-Fi Protected Setup (WPS) pin for device network connection. ,i need the wps pin number for my 4650 printer my serial # is th85j5f0sw,network password setup,Network Setup,Internet Wireless-Wired
How to setup a password or Wi-Fi Protected Setup (WPS) pin for device network connection. ,i need to enter my wps pin number and i don't know where to find it,network password setup,Network Setup,Internet Wireless-Wired
How to setup a password or Wi-Fi Protected Setup (WPS) pin for device network connection. ,i need to find a wps pin for my printer,network password setup,Network Setup,Internet Wireless-Wired
How to setup a password or Wi-Fi Protected Setup (WPS) pin for device network connection. ,i need to find the pin number for my printer,network password setup,Network Setup,Internet Wireless-Wired
How to setup a password or Wi-Fi Protected Setup (WPS) pin for device network connection. ,i reinstalled my printer and it wants the wps pin number,network password setup,Network Setup,Internet Wireless-Wired
How to setup a password or Wi-Fi Protected Setup (WPS) pin for device network connection. ,i need to install a driver on my laptop and it is asking for a wps pin,network password setup,Network Setup,Internet Wireless-Wired
How to setup a password or Wi-Fi Protected Setup (WPS) pin for device network connection. ,i need to know how to connect my printer to the network using the pin method,network password setup,Network Setup,Internet Wireless-Wired
How to setup a password or Wi-Fi Protected Setup (WPS) pin for device network connection. ,i need to know the w. p. s. p. n. number,network password setup,Network Setup,Internet Wireless-Wired
How to setup a password or Wi-Fi Protected Setup (WPS) pin for device network connection. ,i need to know where to find the wps pin,network password setup,Network Setup,Internet Wireless-Wired
How to setup a password or Wi-Fi Protected Setup (WPS) pin for device network connection. ,i need to um i'm looking for the w. p. n. number,network password setup,Network Setup,Internet Wireless-Wired
How to install toner or ink cartridges.,how do i replace an ink cartridge,install or uninstall cartridge,Cartridge Setup,Print Device
How to install toner or ink cartridges.,i need to replace my printer ineed new cartige,install or uninstall cartridge,Cartridge Setup,Print Device
How to install toner or ink cartridges.,how do i know which ink cartridges to replace?,install or uninstall cartridge,Cartridge Setup,Print Device
How to install toner or ink cartridges.,i installed my ink cartridge and my printer is not working,install or uninstall cartridge,Cartridge Setup,Print Device
How to install toner or ink cartridges.,how to install ink cartridges. does the retainer slide over to insert them?,install or uninstall cartridge,Cartridge Setup,Print Device
How to install toner or ink cartridges.,how to add the ink cartridge to this printer,install or uninstall cartridge,Cartridge Setup,Print Device
How to install toner or ink cartridges.,receipt email from you saying that i did install a hp ink cartridge,install or uninstall cartridge,Cartridge Setup,Print Device
How to install toner or ink cartridges.,oh i want to i want to help in installing my in cartridges,install or uninstall cartridge,Cartridge Setup,Print Device
How to install toner or ink cartridges.,install the new in cartridge and my siam is in printing,install or uninstall cartridge,Cartridge Setup,Print Device
How to install toner or ink cartridges.,i'm installing new cartridges and i've never done this before,install or uninstall cartridge,Cartridge Setup,Print Device
How to install toner or ink cartridges.,how do i replace ink cartridges in my 6455e printer,install or uninstall cartridge,Cartridge Setup,Print Device
How to install toner or ink cartridges.,how do i replace my ink cartridges,install or uninstall cartridge,Cartridge Setup,Print Device
How to install toner or ink cartridges.,how do i replace my ink?,install or uninstall cartridge,Cartridge Setup,Print Device
How to install toner or ink cartridges.,How do I replace the cartridge,install or uninstall cartridge,Cartridge Setup,Print Device
How to install toner or ink cartridges.,how do i replace the ink?,install or uninstall cartridge,Cartridge Setup,Print Device
How to install toner or ink cartridges.,how to install ink cartridges. does the retainer slide over to insert them?,install or uninstall cartridge,Cartridge Setup,Print Device
How to install toner or ink cartridges.,how do ichange the ink cartridge?,install or uninstall cartridge,Cartridge Setup,Print Device
How to install toner or ink cartridges.,i need help replacing my ink cartridge i destroyed it by accident,install or uninstall cartridge,Cartridge Setup,Print Device
How to install toner or ink cartridges.,i need my ink cartridge installed,install or uninstall cartridge,Cartridge Setup,Print Device
How to install toner or ink cartridges.,i need to caliber the cartridges in the printer,install or uninstall cartridge,Cartridge Setup,Print Device
How to install toner or ink cartridges.,i installed my ink cartridge and my printer is not working,install or uninstall cartridge,Cartridge Setup,Print Device
How to install toner or ink cartridges.,i just um ink cartridges um changing an ink cartridge,install or uninstall cartridge,Cartridge Setup,Print Device
How to install toner or ink cartridges.,i need help cartridge installed,install or uninstall cartridge,Cartridge Setup,Print Device
How to install toner or ink cartridges.,i need help inserting the ink cartridges,install or uninstall cartridge,Cartridge Setup,Print Device
How to install toner or ink cartridges.,i need help installing a new cartridge,install or uninstall cartridge,Cartridge Setup,Print Device
How to install toner or ink cartridges.,i need help putting in new ink cartridge,install or uninstall cartridge,Cartridge Setup,Print Device
How to install toner or ink cartridges.,i need help replacing my ink cartridge i destroyed it by accident,install or uninstall cartridge,Cartridge Setup,Print Device
How to install toner or ink cartridges.,i need my ink cartridge installed,install or uninstall cartridge,Cartridge Setup,Print Device
How to install toner or ink cartridges.,i need to caliber the cartridges in the printer,install or uninstall cartridge,Cartridge Setup,Print Device
How to install toner or ink cartridges.,i need to change my ink in my printer 6960,install or uninstall cartridge,Cartridge Setup,Print Device
"The process of buying supplies, such as ink or toner cartridges, that are needed to operate a printer. ",i have new hp printer n i need ink,purchase printer supplies,Purchase Supplies,Purchase Product
"The process of buying supplies, such as ink or toner cartridges, that are needed to operate a printer. ",trying to order ink and it won't let me,purchase printer supplies,Purchase Supplies,Purchase Product
"The process of buying supplies, such as ink or toner cartridges, that are needed to operate a printer. ",can i order ink cartridges,purchase printer supplies,Purchase Supplies,Purchase Product
"The process of buying supplies, such as ink or toner cartridges, that are needed to operate a printer. ",how do i get ink if i cancel my plan?,purchase printer supplies,Purchase Supplies,Purchase Product
"The process of buying supplies, such as ink or toner cartridges, that are needed to operate a printer. ",i am trying to buy cartridges and i it keeps me in a loop,purchase printer supplies,Purchase Supplies,Purchase Product
"The process of buying supplies, such as ink or toner cartridges, that are needed to operate a printer. ",i need a new cartridge printer cartridge and i need to know how i can order that,purchase printer supplies,Purchase Supplies,Purchase Product
"The process of buying supplies, such as ink or toner cartridges, that are needed to operate a printer. ",i need to order new ink i don't know how to do it,purchase printer supplies,Purchase Supplies,Purchase Product
"The process of buying supplies, such as ink or toner cartridges, that are needed to operate a printer. ",i need help with my 5744 printer. i believe i need new print cartriges,purchase printer supplies,Purchase Supplies,Purchase Product
"The process of buying supplies, such as ink or toner cartridges, that are needed to operate a printer. ",i am trying to buy cartridges and i it keeps me in a loop,purchase printer supplies,Purchase Supplies,Purchase Product
"The process of buying supplies, such as ink or toner cartridges, that are needed to operate a printer. ",how can i order ink for my printer,purchase printer supplies,Purchase Supplies,Purchase Product
"The process of buying supplies, such as ink or toner cartridges, that are needed to operate a printer. ",how do i get ink cartridges,purchase printer supplies,Purchase Supplies,Purchase Product
"The process of buying supplies, such as ink or toner cartridges, that are needed to operate a printer. ",how do i get ink if i cancel my plan?,purchase printer supplies,Purchase Supplies,Purchase Product
"The process of buying supplies, such as ink or toner cartridges, that are needed to operate a printer. ",how do i get ink?,purchase printer supplies,Purchase Supplies,Purchase Product
"The process of buying supplies, such as ink or toner cartridges, that are needed to operate a printer. ",how do i order black ink,purchase printer supplies,Purchase Supplies,Purchase Product
"The process of buying supplies, such as ink or toner cartridges, that are needed to operate a printer. ",how do i order ink,purchase printer supplies,Purchase Supplies,Purchase Product
"The process of buying supplies, such as ink or toner cartridges, that are needed to operate a printer. ",how do i order ink cartridges?,purchase printer supplies,Purchase Supplies,Purchase Product
"The process of buying supplies, such as ink or toner cartridges, that are needed to operate a printer. ",i need help ordering ink,purchase printer supplies,Purchase Supplies,Purchase Product
"The process of buying supplies, such as ink or toner cartridges, that are needed to operate a printer. ",i need help with my 5744 printer. i believe i need new print cartriges,purchase printer supplies,Purchase Supplies,Purchase Product
"The process of buying supplies, such as ink or toner cartridges, that are needed to operate a printer. ",i need ink or,purchase printer supplies,Purchase Supplies,Purchase Product
"The process of buying supplies, such as ink or toner cartridges, that are needed to operate a printer. ",i need ink to print my printer doesn't have any,purchase printer supplies,Purchase Supplies,Purchase Product
"The process of buying supplies, such as ink or toner cartridges, that are needed to operate a printer. ",how to purchase cartridges,purchase printer supplies,Purchase Supplies,Purchase Product
"The process of buying supplies, such as ink or toner cartridges, that are needed to operate a printer. ",how to ship ink to hong kong,purchase printer supplies,Purchase Supplies,Purchase Product
"The process of buying supplies, such as ink or toner cartridges, that are needed to operate a printer. ",hp 305 black cartridge,purchase printer supplies,Purchase Supplies,Purchase Product
"The process of buying supplies, such as ink or toner cartridges, that are needed to operate a printer. ",i am not able to get ink for my printer,purchase printer supplies,Purchase Supplies,Purchase Product
"The process of buying supplies, such as ink or toner cartridges, that are needed to operate a printer. ",i am trying to buy cartridges and i it keeps me in a loop,purchase printer supplies,Purchase Supplies,Purchase Product
"The process of buying supplies, such as ink or toner cartridges, that are needed to operate a printer. ",i am trying to set up the ink ordering on line,purchase printer supplies,Purchase Supplies,Purchase Product
"The process of buying supplies, such as ink or toner cartridges, that are needed to operate a printer. ","i bought a printer two months ago and it printed about 50 pages, after that the cartridges ran out, i want to restart them.",purchase printer supplies,Purchase Supplies,Purchase Product
"The process of buying supplies, such as ink or toner cartridges, that are needed to operate a printer. ",i have a cartridges in the i bought a new cartridge of black ink but i didn't buy the other three i want to print just black i don't want the other three,purchase printer supplies,Purchase Supplies,Purchase Product
"The process of buying supplies, such as ink or toner cartridges, that are needed to operate a printer. ",i just need to order ink for my printer,purchase printer supplies,Purchase Supplies,Purchase Product
"The process of buying supplies, such as ink or toner cartridges, that are needed to operate a printer. ",i just want to buy ink,purchase printer supplies,Purchase Supplies,Purchase Product
Failure to make delivery (or partial delivery) to customer by the expected delivery date. Shipment not delivered or received by customer as expected.,"i just shut my printer off, i'm out of ink and it says it was sent but i haven't got it",shipment delay or not delivered,Order Shipment Issue,Order Shipment & Fulfillment
Failure to make delivery (or partial delivery) to customer by the expected delivery date. Shipment not delivered or received by customer as expected.,my account says i should have ink but i do not remember any being delivered and i am out,shipment delay or not delivered,Order Shipment Issue,Order Shipment & Fulfillment
Failure to make delivery (or partial delivery) to customer by the expected delivery date. Shipment not delivered or received by customer as expected.,did bot received hp ink for this month,shipment delay or not delivered,Order Shipment Issue,Order Shipment & Fulfillment
Failure to make delivery (or partial delivery) to customer by the expected delivery date. Shipment not delivered or received by customer as expected.,i am still waiting for the ink that i was supposed to get a few weeks ago,shipment delay or not delivered,Order Shipment Issue,Order Shipment & Fulfillment
Failure to make delivery (or partial delivery) to customer by the expected delivery date. Shipment not delivered or received by customer as expected.,i am looking for my shipment. i ordered it on the sixth and hasn't gotten here yet.,shipment delay or not delivered,Order Shipment Issue,Order Shipment & Fulfillment
Failure to make delivery (or partial delivery) to customer by the expected delivery date. Shipment not delivered or received by customer as expected.,have not had any ink delivered and printer running short and got no spares,shipment delay or not delivered,Order Shipment Issue,Order Shipment & Fulfillment
Failure to make delivery (or partial delivery) to customer by the expected delivery date. Shipment not delivered or received by customer as expected.,my ink has not arrived and it's been two weeks already,shipment delay or not delivered,Order Shipment Issue,Order Shipment & Fulfillment
Failure to make delivery (or partial delivery) to customer by the expected delivery date. Shipment not delivered or received by customer as expected.,instant ink did not arrive on time,shipment delay or not delivered,Order Shipment Issue,Order Shipment & Fulfillment
Failure to make delivery (or partial delivery) to customer by the expected delivery date. Shipment not delivered or received by customer as expected.,i was told by somebody called phillips on the twenty seventh when i had telephone conversation that you're gonna have to send me a new cartridge but i have yet not received the new cartridge,shipment delay or not delivered,Order Shipment Issue,Order Shipment & Fulfillment
Failure to make delivery (or partial delivery) to customer by the expected delivery date. Shipment not delivered or received by customer as expected.,i never received my new ink cartridge on 1/6/23. i was not getting usps mail.,shipment delay or not delivered,Order Shipment Issue,Order Shipment & Fulfillment
Failure to make delivery (or partial delivery) to customer by the expected delivery date. Shipment not delivered or received by customer as expected.,i need ink. a shipment was sent on 9th march and has not arrived,shipment delay or not delivered,Order Shipment Issue,Order Shipment & Fulfillment
Failure to make delivery (or partial delivery) to customer by the expected delivery date. Shipment not delivered or received by customer as expected.,hi i never received my black ink,shipment delay or not delivered,Order Shipment Issue,Order Shipment & Fulfillment
Failure to make delivery (or partial delivery) to customer by the expected delivery date. Shipment not delivered or received by customer as expected.,hi our replacement ink cartridges have not turned up yet,shipment delay or not delivered,Order Shipment Issue,Order Shipment & Fulfillment
Failure to make delivery (or partial delivery) to customer by the expected delivery date. Shipment not delivered or received by customer as expected.,hi there! been waiting my ink since last week until now havent arrived yet. i really need it. i'm out of black ink that i really need the most,shipment delay or not delivered,Order Shipment Issue,Order Shipment & Fulfillment
Failure to make delivery (or partial delivery) to customer by the expected delivery date. Shipment not delivered or received by customer as expected.,"hp has provided tracking numbers for ink (on march 4, 2023) to be shipped but canada post has not yet received the ink from hp",shipment delay or not delivered,Order Shipment Issue,Order Shipment & Fulfillment
Failure to make delivery (or partial delivery) to customer by the expected delivery date. Shipment not delivered or received by customer as expected.,i am enrolled in hp instant ink but i didnt receive cyan ink last shipment and i'm out.,shipment delay or not delivered,Order Shipment Issue,Order Shipment & Fulfillment
Failure to make delivery (or partial delivery) to customer by the expected delivery date. Shipment not delivered or received by customer as expected.,i am looking for my shipment. i ordered it on the sixth and hasn't gotten here yet.,shipment delay or not delivered,Order Shipment Issue,Order Shipment & Fulfillment
Failure to make delivery (or partial delivery) to customer by the expected delivery date. Shipment not delivered or received by customer as expected.,i am out of ink and i haven't received the shipping as i am already registered,shipment delay or not delivered,Order Shipment Issue,Order Shipment & Fulfillment
Failure to make delivery (or partial delivery) to customer by the expected delivery date. Shipment not delivered or received by customer as expected.,i am still waiting for the ink that i was supposed to get a few weeks ago,shipment delay or not delivered,Order Shipment Issue,Order Shipment & Fulfillment
Failure to make delivery (or partial delivery) to customer by the expected delivery date. Shipment not delivered or received by customer as expected.,"i can see that i was billed for a black ink cartridge in february, but it has not arrived. i am very low on black ink.",shipment delay or not delivered,Order Shipment Issue,Order Shipment & Fulfillment
Failure to make delivery (or partial delivery) to customer by the expected delivery date. Shipment not delivered or received by customer as expected.,i did not get a cartridge,shipment delay or not delivered,Order Shipment Issue,Order Shipment & Fulfillment
Failure to make delivery (or partial delivery) to customer by the expected delivery date. Shipment not delivered or received by customer as expected.,i did not get my ink,shipment delay or not delivered,Order Shipment Issue,Order Shipment & Fulfillment
Failure to make delivery (or partial delivery) to customer by the expected delivery date. Shipment not delivered or received by customer as expected.,i haven't received my tri colour ink,shipment delay or not delivered,Order Shipment Issue,Order Shipment & Fulfillment
Failure to make delivery (or partial delivery) to customer by the expected delivery date. Shipment not delivered or received by customer as expected.,i haven't received the last time,shipment delay or not delivered,Order Shipment Issue,Order Shipment & Fulfillment
Failure to make delivery (or partial delivery) to customer by the expected delivery date. Shipment not delivered or received by customer as expected.,i just finished updating my payment method. i just want to report that i have not received the new ink cartridges that were supposedly shipped to me.,shipment delay or not delivered,Order Shipment Issue,Order Shipment & Fulfillment
Failure to make delivery (or partial delivery) to customer by the expected delivery date. Shipment not delivered or received by customer as expected.,i just looked to see when my paper order would arrive and it says it's been delivered. but i haven't received it.,shipment delay or not delivered,Order Shipment Issue,Order Shipment & Fulfillment
Failure to make delivery (or partial delivery) to customer by the expected delivery date. Shipment not delivered or received by customer as expected.,i missed my instant ink shipment,shipment delay or not delivered,Order Shipment Issue,Order Shipment & Fulfillment
Failure to make delivery (or partial delivery) to customer by the expected delivery date. Shipment not delivered or received by customer as expected.,i need ink i'm on the instant ink program and they did not send me a black cartridge i need customer service automated crap can you give me an option,shipment delay or not delivered,Order Shipment Issue,Order Shipment & Fulfillment
Failure to make delivery (or partial delivery) to customer by the expected delivery date. Shipment not delivered or received by customer as expected.,i need ink. a shipment was sent on 9th march and has not arrived,shipment delay or not delivered,Order Shipment Issue,Order Shipment & Fulfillment
Failure to make delivery (or partial delivery) to customer by the expected delivery date. Shipment not delivered or received by customer as expected.,i need ink. if it says i have it on hand i never received it,shipment delay or not delivered,Order Shipment Issue,Order Shipment & Fulfillment
Failure to make delivery (or partial delivery) to customer by the expected delivery date. Shipment not delivered or received by customer as expected.,i need ink. it was not received.,shipment delay or not delivered,Order Shipment Issue,Order Shipment & Fulfillment
Failure to make delivery (or partial delivery) to customer by the expected delivery date. Shipment not delivered or received by customer as expected.,i need more info and i have not received cartridges from and pay,shipment delay or not delivered,Order Shipment Issue,Order Shipment & Fulfillment
How to use copy or scan function with print device. ,all right i need help in scanning,copy or scan usage,How to Copy or Scan,Print Device
How to use copy or scan function with print device. ,how to scan multiple pages into a single file,copy or scan usage,How to Copy or Scan,Print Device
How to use copy or scan function with print device. ,i have to learn how to scan more than one piece of paper,copy or scan usage,How to Copy or Scan,Print Device
How to use copy or scan function with print device. ,how can i scan multiple pages into separate files,copy or scan usage,How to Copy or Scan,Print Device
How to use copy or scan function with print device. ,can i scan multiple pages at times without having to feed the machine one paper at a time,copy or scan usage,How to Copy or Scan,Print Device
How to use copy or scan function with print device. ,can i scan multiple pages with the document feeder,copy or scan usage,How to Copy or Scan,Print Device
How to use copy or scan function with print device. ,scan documents from my hp deskjet ink advantage 2700,copy or scan usage,How to Copy or Scan,Print Device
How to use copy or scan function with print device. ,it is a black and white copy. plenty of ink. do i just press the black copy button or t,copy or scan usage,How to Copy or Scan,Print Device
How to use copy or scan function with print device. ,i need to scan pages. don't know how to do that,copy or scan usage,How to Copy or Scan,Print Device
How to use copy or scan function with print device. ,i just want to put a paper and make a copy,copy or scan usage,How to Copy or Scan,Print Device
How to use copy or scan function with print device. ,how do i make a copy on a hp deskjet 4155e without connecting it to wifi,copy or scan usage,How to Copy or Scan,Print Device
How to use copy or scan function with print device. ,how do i make copies from my printer,copy or scan usage,How to Copy or Scan,Print Device
How to use copy or scan function with print device. ,how do i make copies? how do i input how many to make actually?,copy or scan usage,How to Copy or Scan,Print Device
How to use copy or scan function with print device. ,how do i make copys,copy or scan usage,How to Copy or Scan,Print Device
How to use copy or scan function with print device. ,how do i photocopy,copy or scan usage,How to Copy or Scan,Print Device
How to use copy or scan function with print device. ,how do i print a from a physical copy,copy or scan usage,How to Copy or Scan,Print Device
How to use copy or scan function with print device. ,how do i scan multiple pages at a time?,copy or scan usage,How to Copy or Scan,Print Device
How to use copy or scan function with print device. ,how do i scan my document,copy or scan usage,How to Copy or Scan,Print Device
How to use copy or scan function with print device. ,how do i scan on the hp 2600?,copy or scan usage,How to Copy or Scan,Print Device
How to use copy or scan function with print device. ,how do i scan on this device?,copy or scan usage,How to Copy or Scan,Print Device
How to use copy or scan function with print device. ,i need to know how to scan papers document,copy or scan usage,How to Copy or Scan,Print Device
How to use copy or scan function with print device. ,trying to copy multiple pages,copy or scan usage,How to Copy or Scan,Print Device
How to use copy or scan function with print device. ,how many pages can the printer scan at the one time,copy or scan usage,How to Copy or Scan,Print Device
How to use copy or scan function with print device. ,apple macintosh? no its about trying to scan,copy or scan usage,How to Copy or Scan,Print Device
How to use copy or scan function with print device. ,i am tryiing to scan a document with a photosmart printer scanner,copy or scan usage,How to Copy or Scan,Print Device
How to use copy or scan function with print device. ,how do i use the scanner,copy or scan usage,How to Copy or Scan,Print Device
How to use copy or scan function with print device. ,i need help with a scanning,copy or scan usage,How to Copy or Scan,Print Device
How to use copy or scan function with print device. ,i need to but know about scanning,copy or scan usage,How to Copy or Scan,Print Device
How to use copy or scan function with print device. ,i need to learn to scan,copy or scan usage,How to Copy or Scan,Print Device
How to use copy or scan function with print device. ,scanning information,copy or scan usage,How to Copy or Scan,Print Device
Device is not printing black ink.,a black ink cartridge is not working,printing no black,Print Quality Issue,Print Device
Device is not printing black ink.,the new black ink cartridge is skipping,printing no black,Print Quality Issue,Print Device
Device is not printing black ink.,black ink cartridge does not work,printing no black,Print Quality Issue,Print Device
Device is not printing black ink.,i just set up my brand new hp printer and for some reason it is not printing black and i cannot figure out why.,printing no black,Print Quality Issue,Print Device
Device is not printing black ink.,i installed a new black cartridge with no problem. the ink display show 3 barsfor a full tank. however it does not print any black. it still prints color just fine. the protective tape is removed and in have inserted it a half dozen times.,printing no black,Print Quality Issue,Print Device
Device is not printing black ink.,i have just changed the black ink but it is not printing,printing no black,Print Quality Issue,Print Device
Device is not printing black ink.,my printer won't print in black. is there a maintenance setting i can use to fix this,printing no black,Print Quality Issue,Print Device
Device is not printing black ink.,my printer is not printing black ink,printing no black,Print Quality Issue,Print Device
Device is not printing black ink.,my hp8025 black cartridge is saying plenty but it is not printing black,printing no black,Print Quality Issue,Print Device
Device is not printing black ink.,it won't print on the black ink my color cartridges out i put a new in n. and now it won't print in black i've done all the virtual cleaning technic six cetera,printing no black,Print Quality Issue,Print Device
Device is not printing black ink.,my printer does not print text that is black or pictures,printing no black,Print Quality Issue,Print Device
Device is not printing black ink.,my printer doesn't print anything in black,printing no black,Print Quality Issue,Print Device
Device is not printing black ink.,my printer doesn't print black ink,printing no black,Print Quality Issue,Print Device
Device is not printing black ink.,my printer has plenty of ink but not printing the black color,printing no black,Print Quality Issue,Print Device
Device is not printing black ink.,my printer indicates i have ink supply but it's not printing black ink,printing no black,Print Quality Issue,Print Device
Device is not printing black ink.,my printer is detecting all of my color ink except black (which is more than 50%+ available),printing no black,Print Quality Issue,Print Device
Device is not printing black ink.,my printer is no longer printing in black even though it says there is ink left.,printing no black,Print Quality Issue,Print Device
Device is not printing black ink.,my printer is not printing any black ink,printing no black,Print Quality Issue,Print Device
